ROW_NUMBER,TRANSACTION_TYPE,ERRORS,DATA_SOURCE_IP,DATA_DEST_IP,DATA_IAT_VARIANCE,DATA_DNS_ENTROPY,DATA_BYTE_STABILITY,DATA_RISK_SCORE
14704,unknown,Cannot determine transaction type from row data,192.168.1.82,192.168.1.54,11.17373128515163,1.3373253514772954,3.8074114714233653,0.03724339402893256
14705,unknown,Cannot determine transaction type from row data,192.168.1.30,10.0.0.31,0.016165673384707237,5.371036537944961,0.08689114906177703,0.9444940766760244
14706,unknown,Cannot determine transaction type from row data,192.168.1.26,192.168.1.54,14.876082720805393,1.2599542782277142,2.56351562980225,0.210286142994696
14707,unknown,Cannot determine transaction type from row data,192.168.1.94,192.168.1.78,19.59897068377638,3.1117906497585404,4.2713859894617565,0.11976982414656359
14708,unknown,Cannot determine transaction type from row data,192.168.1.64,192.168.1.49,49.97636556229514,2.6045940294565955,4.810765642946694,0.040523379924293224
14709,unknown,Cannot determine transaction type from row data,192.168.1.48,10.0.0.31,59.994385541037715,2.8649109280539604,1.9065223762241712,0.1707496879243307
14710,unknown,Cannot determine transaction type from row data,192.168.1.53,192.168.1.90,53.17933183078864,2.804052581511711,1.7716032746594144,0.16064557547630398
14711,unknown,Cannot determine transaction type from row data,192.168.1.69,192.168.1.22,28.63105628442551,1.2746811742382949,0.9705316003167286,0.26617095156699505
14712,unknown,Cannot determine transaction type from row data,192.168.1.23,192.168.1.77,51.811025163386624,1.5511449657728988,3.9390966497576154,0.21482096739677267
14713,unknown,Cannot determine transaction type from row data,192.168.1.68,192.168.1.81,57.55216191217897,2.3672360901858465,4.6808797176994155,0.08000239627522993
14714,unknown,Cannot determine transaction type from row data,192.168.1.37,10.0.0.10,14.837498154212266,1.8800751383428083,1.7181271673564364,0.29850928729379866
14715,unknown,Cannot determine transaction type from row data,192.168.1.50,192.168.1.41,23.314708484624106,2.7954636179944212,2.303101075782748,0.21915151863571525
14716,unknown,Cannot determine transaction type from row data,192.168.1.30,10.0.0.14,50.090162026580664,2.5760465776557204,0.8697251764229808,0.08301156450735023
14717,unknown,Cannot determine transaction type from row data,192.168.1.3,192.168.1.78,15.537320368582016,2.4642442750646403,3.1909992009829113,0.27618073114143477
14718,unknown,Cannot determine transaction type from row data,192.168.1.59,10.0.0.32,19.364884381236912,1.276945652523517,1.9043206269552646,0.1403000722815191
14719,unknown,Cannot determine transaction type from row data,192.168.1.48,10.0.0.7,52.2349879851091,2.677667045838575,1.3935368598369173,0.05442736837206968
14720,unknown,Cannot determine transaction type from row data,192.168.1.25,192.168.1.25,41.171267485948825,2.9443552126019745,0.865599310970625,0.22657800398506142
14721,unknown,Cannot determine transaction type from row data,192.168.1.87,192.168.1.4,18.065605825784488,2.241002128674671,4.372214438122413,0.2395617636045507
14722,unknown,Cannot determine transaction type from row data,192.168.1.87,10.0.0.22,19.52283669929762,2.989718404681427,4.88880710067344,0.05946194125202372
14723,unknown,Cannot determine transaction type from row data,192.168.1.21,10.0.0.28,9.23361796430087,2.489613670866763,4.067354129244794,0.10309569955913818
14724,unknown,Cannot determine transaction type from row data,192.168.1.72,192.168.1.95,47.119460957997674,1.7239810415871788,0.896681995436299,0.11511834665246393
14725,unknown,Cannot determine transaction type from row data,192.168.1.19,192.168.1.84,35.79881559914886,2.7246049374944583,3.0133772483714885,0.23332822095695255
14726,unknown,Cannot determine transaction type from row data,192.168.1.13,192.168.1.60,41.74471732374592,2.71642438445459,3.1454939875539205,0.10468621114344763
14727,unknown,Cannot determine transaction type from row data,192.168.1.23,10.0.0.32,17.024195213783425,1.4736883978344872,3.9181904790327406,0.19515818872483223
14728,unknown,Cannot determine transaction type from row data,192.168.1.62,192.168.1.71,52.20612912314475,2.1036867332036326,4.2372524527116635,0.328234146453352
14729,unknown,Cannot determine transaction type from row data,192.168.1.11,192.168.1.38,38.53568720329465,2.071296046783776,3.183296745170207,0.2639490396008472
14730,unknown,Cannot determine transaction type from row data,192.168.1.96,192.168.1.95,15.429190838616911,2.654590835042761,1.0004268715853162,0.11997092563071471
14731,unknown,Cannot determine transaction type from row data,192.168.1.47,10.0.0.35,0.04905699013552386,4.3584148036487935,0.06652156220324097,0.7953772082748327
14732,unknown,Cannot determine transaction type from row data,192.168.1.4,192.168.1.39,35.216276634682444,1.316662343276422,1.5024368117569329,0.13033984669038093
14733,unknown,Cannot determine transaction type from row data,192.168.1.81,10.0.0.34,16.861149237323666,3.1553279729394332,3.2081446556476707,0.14240150586004294
14734,unknown,Cannot determine transaction type from row data,192.168.1.6,10.0.0.47,5.026373678931587,1.6722423631838885,4.9501356442671165,0.04819698079821102
14735,unknown,Cannot determine transaction type from row data,192.168.1.94,192.168.1.45,20.995692176072268,2.267576685083897,4.823266978928719,0.05289688539052442
14736,unknown,Cannot determine transaction type from row data,192.168.1.8,10.0.0.35,15.897770108027151,1.9211280077725743,2.9931193686546913,0.16596863611570362
14737,unknown,Cannot determine transaction type from row data,192.168.1.59,192.168.1.90,9.951103389997046,1.429088551315415,2.133955991929984,0.15268471959875202
14738,unknown,Cannot determine transaction type from row data,192.168.1.48,192.168.1.62,44.05787954416709,2.41711764061695,1.7803566214276336,0.3417595840888374
14739,unknown,Cannot determine transaction type from row data,192.168.1.31,192.168.1.76,56.520816661012134,3.1687161902765295,2.5561448015341153,0.2554079862689867
14740,unknown,Cannot determine transaction type from row data,192.168.1.48,192.168.1.6,44.69709902630091,2.5059929111218957,3.472552405321482,0.24680837463122524
14741,unknown,Cannot determine transaction type from row data,192.168.1.28,192.168.1.31,0.02992556009542306,5.353130705653212,0.006029612446785604,0.9538055296301503
14742,unknown,Cannot determine transaction type from row data,192.168.1.47,192.168.1.6,6.482119406778906,2.7226882108597543,3.239075818524126,0.23517263011265518
14743,unknown,Cannot determine transaction type from row data,192.168.1.41,10.0.0.48,0.026479321723973825,4.209381225013931,0.0026412878653432337,0.9590410911623627
14744,unknown,Cannot determine transaction type from row data,192.168.1.60,10.0.0.25,27.50168995601177,2.0543459008756244,2.019635695657613,0.09855840669869541
14745,unknown,Cannot determine transaction type from row data,192.168.1.95,192.168.1.10,8.936449345001778,2.765451691448705,4.08027250050395,0.09902376880805454
14746,unknown,Cannot determine transaction type from row data,192.168.1.21,10.0.0.44,0.050581932112457595,4.045699543125088,0.08180913933944607,0.9829963338318455
14747,unknown,Cannot determine transaction type from row data,192.168.1.76,192.168.1.84,44.79873518238144,2.00351765606517,2.540576102844302,0.22109287467675376
14748,unknown,Cannot determine transaction type from row data,192.168.1.27,10.0.0.2,23.467917334651194,1.368422087371579,1.4022763008579695,0.18051670163441008
14749,unknown,Cannot determine transaction type from row data,192.168.1.2,192.168.1.7,0.010937306548006644,5.310598468335018,0.020169614511340583,0.7663988631289137
14750,unknown,Cannot determine transaction type from row data,192.168.1.29,192.168.1.81,12.551620457374433,1.2074797410143943,3.990620629952448,0.23287036378785025
14751,unknown,Cannot determine transaction type from row data,192.168.1.60,192.168.1.41,7.506491059634429,1.2431695453105935,4.033878689837216,0.31257446084120805
14752,unknown,Cannot determine transaction type from row data,192.168.1.18,192.168.1.10,41.41383741322055,1.3555929787409102,3.7320648149851934,0.09486067657586571
14753,unknown,Cannot determine transaction type from row data,192.168.1.17,10.0.0.34,26.41130567154217,2.2059261267410433,4.461963995813811,0.23984087629757653
14754,unknown,Cannot determine transaction type from row data,192.168.1.45,192.168.1.39,36.07245870608786,1.3364951916018075,0.8245740579791437,0.3056547181989872
14755,unknown,Cannot determine transaction type from row data,192.168.1.43,10.0.0.9,51.170744705067975,2.232820156687784,3.170683119609657,0.33916542570921226
14756,unknown,Cannot determine transaction type from row data,192.168.1.45,192.168.1.46,42.77453827312661,1.4263315830869203,4.953889798150564,0.24445682515512446
14757,unknown,Cannot determine transaction type from row data,192.168.1.92,192.168.1.68,21.132059492397904,1.896747149027951,1.893947327615198,0.26311271872103603
14758,unknown,Cannot determine transaction type from row data,192.168.1.35,10.0.0.18,22.248487924886746,1.246407076226813,2.0827355845664313,0.013203414649654785
14759,unknown,Cannot determine transaction type from row data,192.168.1.39,192.168.1.71,35.328701399717765,1.7983095565114346,4.8039245258693075,0.1780839139018452
14760,unknown,Cannot determine transaction type from row data,192.168.1.98,192.168.1.31,44.8926158072768,2.2456609434945243,2.7218872128401426,0.03370027259138538
14761,unknown,Cannot determine transaction type from row data,192.168.1.24,192.168.1.98,39.406887442127605,1.7519399048163968,1.5456468277687885,0.2985515778337896
14762,unknown,Cannot determine transaction type from row data,192.168.1.11,192.168.1.14,59.922068695481016,2.5511361099966567,3.5404410914650923,0.20369514991311988
14763,unknown,Cannot determine transaction type from row data,192.168.1.30,192.168.1.65,41.70103539018566,2.1594148244692133,1.9450161954684764,0.019335007226590824
14764,unknown,Cannot determine transaction type from row data,192.168.1.32,192.168.1.57,0.058953715711964276,4.408539891441814,0.08169543972703089,0.8970869733959393
14765,unknown,Cannot determine transaction type from row data,192.168.1.8,10.0.0.46,37.00091740608498,2.322294238447548,3.477506368534942,0.272354741337204
14766,unknown,Cannot determine transaction type from row data,192.168.1.43,10.0.0.39,0.06234901269720366,4.810553214499677,0.03545293722763404,0.986153015897542
14767,unknown,Cannot determine transaction type from row data,192.168.1.65,10.0.0.23,36.29871379826433,2.3141428705926734,3.0184188736486783,0.13472839686589516
14768,unknown,Cannot determine transaction type from row data,192.168.1.15,192.168.1.5,38.853673173446936,2.536160777432128,1.1930787427565324,0.09583476660236602
14769,unknown,Cannot determine transaction type from row data,192.168.1.23,192.168.1.26,20.35100484125331,2.866979970723927,0.5996170738906079,0.02731693116502653
14770,unknown,Cannot determine transaction type from row data,192.168.1.51,10.0.0.18,47.51662408792526,3.06368625295815,1.7002752045203307,0.022575733499139695
14771,unknown,Cannot determine transaction type from row data,192.168.1.46,192.168.1.58,25.759491023162997,2.304008153225728,1.244144276894262,0.26545690802830385
14772,unknown,Cannot determine transaction type from row data,192.168.1.49,192.168.1.68,21.62622340456315,2.8270351482268063,4.518456938787867,0.3348807606170647
14773,unknown,Cannot determine transaction type from row data,192.168.1.33,10.0.0.13,36.10965577743972,2.350921308841014,4.065826805179384,0.03887573559978899
14774,unknown,Cannot determine transaction type from row data,192.168.1.49,10.0.0.43,24.363761839853566,2.1356468727180706,1.5244383630242533,0.110548927449667
14775,unknown,Cannot determine transaction type from row data,192.168.1.26,192.168.1.10,16.082836991488712,2.1477532181503527,1.2440421971238715,0.30978794159690687
14776,unknown,Cannot determine transaction type from row data,192.168.1.32,192.168.1.90,7.877351871970326,3.054066182599522,1.9037981178534917,0.07390581155922687
14777,unknown,Cannot determine transaction type from row data,192.168.1.50,10.0.0.46,0.023350808079573505,4.058093661210328,0.01654117052793277,0.9580574971469177
14778,unknown,Cannot determine transaction type from row data,192.168.1.42,10.0.0.28,45.141356052624566,2.8693016211697566,1.3586822199612612,0.19693866889491066
14779,unknown,Cannot determine transaction type from row data,192.168.1.70,192.168.1.8,30.121384179654605,2.1000614683638945,1.3673829110872366,0.06575645762311566
14780,unknown,Cannot determine transaction type from row data,192.168.1.74,10.0.0.29,5.349369746285767,2.870584507530457,1.0462050602697799,0.26081155600806094
14781,unknown,Cannot determine transaction type from row data,192.168.1.77,192.168.1.49,5.352077264066458,1.9641293862410178,3.5176043595324336,0.24367007021684828
14782,unknown,Cannot determine transaction type from row data,192.168.1.92,192.168.1.76,21.880045083549827,2.6702435331995,4.191368786331611,0.2754129564368865
14783,unknown,Cannot determine transaction type from row data,192.168.1.14,10.0.0.15,19.13575786272203,1.8343179113019072,1.9330406715108541,0.1746114179950099
14784,unknown,Cannot determine transaction type from row data,192.168.1.23,10.0.0.30,30.517449221029764,1.67617723568629,3.2443025276643436,0.3456158075046358
14785,unknown,Cannot determine transaction type from row data,192.168.1.87,192.168.1.23,26.157823710649954,1.3620998326562375,3.6923289617221235,0.23715188743020088
14786,unknown,Cannot determine transaction type from row data,192.168.1.90,192.168.1.54,28.051131438301226,2.3545067239951223,1.9137248032091678,0.09693061924197992
14787,unknown,Cannot determine transaction type from row data,192.168.1.52,10.0.0.8,11.384310969822085,2.9070658415473307,3.9173227664256363,0.02159536210582475
14788,unknown,Cannot determine transaction type from row data,192.168.1.2,192.168.1.63,32.312601334646395,1.9980953717098289,0.7058405996438482,0.05871011522224931
14789,unknown,Cannot determine transaction type from row data,192.168.1.33,192.168.1.85,27.66247506194742,1.9084521950844668,1.487868245583174,0.18980566155232959
14790,unknown,Cannot determine transaction type from row data,192.168.1.10,192.168.1.49,40.14347115286647,2.1610751989266577,3.089649807408618,0.15660088227100738
14791,unknown,Cannot determine transaction type from row data,192.168.1.29,192.168.1.40,42.05687800870465,1.2270439894141512,2.875237530795563,0.10027347112374731
14792,unknown,Cannot determine transaction type from row data,192.168.1.28,192.168.1.80,0.03855265501504991,5.004271321236625,0.02484580547756985,0.8829612862195382
14793,unknown,Cannot determine transaction type from row data,192.168.1.53,10.0.0.15,30.064633892051244,1.922932057317446,2.8102728590082515,0.32040167059117614
14794,unknown,Cannot determine transaction type from row data,192.168.1.38,192.168.1.99,22.393697921986387,1.7513149558754995,1.1091786765317706,0.21690468740680338
14795,unknown,Cannot determine transaction type from row data,192.168.1.77,192.168.1.65,54.20415967576371,2.3838982984020225,4.379964189702658,0.1137514864120356
14796,unknown,Cannot determine transaction type from row data,192.168.1.18,192.168.1.8,15.059010996012066,1.2466389302100889,3.3548916400449684,0.20614092012974095
14797,unknown,Cannot determine transaction type from row data,192.168.1.20,10.0.0.9,25.01378943520916,2.427037982591087,3.240748756422371,0.19276769470056104
14798,unknown,Cannot determine transaction type from row data,192.168.1.57,10.0.0.8,28.171269349432574,1.7582521682956676,2.7072572833548616,0.013068437906030163
14799,unknown,Cannot determine transaction type from row data,192.168.1.100,192.168.1.42,21.20921433577743,1.5597515567869993,3.020870404303582,0.0655955020259897
14800,unknown,Cannot determine transaction type from row data,192.168.1.51,192.168.1.74,0.04255092528777699,4.928604264450329,0.013429528516267032,0.7994552375703731
14801,unknown,Cannot determine transaction type from row data,192.168.1.78,192.168.1.52,0.04612639783474296,4.449012056070449,0.020710395928982606,0.9167585012750774
14802,unknown,Cannot determine transaction type from row data,192.168.1.59,10.0.0.33,42.87012803875429,2.090044237936212,2.75095436473653,0.3416637772509269
14803,unknown,Cannot determine transaction type from row data,192.168.1.15,192.168.1.3,59.92364665234026,2.5727379003260857,2.815065403748118,0.12012283920743659
14804,unknown,Cannot determine transaction type from row data,192.168.1.48,192.168.1.91,11.37036458416813,3.05171475323126,1.9354831898098679,0.2102220634016902
14805,unknown,Cannot determine transaction type from row data,192.168.1.91,192.168.1.18,28.28727043226659,1.510968207041457,4.4804545930916975,0.2087396058976837
14806,unknown,Cannot determine transaction type from row data,192.168.1.5,10.0.0.11,39.86951989132745,1.6359180790619239,1.8007175304116774,0.13279083476253167
14807,unknown,Cannot determine transaction type from row data,192.168.1.63,10.0.0.41,33.93285498627279,1.826506440992892,0.7374183163476541,0.0455624527551602
14808,unknown,Cannot determine transaction type from row data,192.168.1.45,192.168.1.85,25.760973761196556,2.3330217229099346,4.163272956198345,0.2402234533764374
14809,unknown,Cannot determine transaction type from row data,192.168.1.41,192.168.1.41,52.694193037205,2.3758163778560872,1.4918770475501155,0.2707096918058635
14810,unknown,Cannot determine transaction type from row data,192.168.1.31,192.168.1.91,40.39994014974793,3.022332098258099,2.7127144392214464,0.12807151913893605
14811,unknown,Cannot determine transaction type from row data,192.168.1.98,192.168.1.83,10.30220834597527,1.9693656671553925,4.959115351610474,0.31725786544839785
14812,unknown,Cannot determine transaction type from row data,192.168.1.82,192.168.1.23,0.050857648561296154,4.463740780868749,0.08172688661959365,0.9556107118382644
14813,unknown,Cannot determine transaction type from row data,192.168.1.95,192.168.1.14,26.879857843117083,1.3593587437471368,1.7539834174207756,0.1693696982991738
14814,unknown,Cannot determine transaction type from row data,192.168.1.96,10.0.0.45,42.603155131450094,1.6907328778859942,4.465228809957038,0.042280165997360925
14815,unknown,Cannot determine transaction type from row data,192.168.1.28,192.168.1.36,55.940825789824906,1.8571054571174737,1.1084104058566717,0.12885839262883567
14816,unknown,Cannot determine transaction type from row data,192.168.1.35,192.168.1.82,0.024346504135743772,5.028095549358104,0.01005968568558121,0.8143516979447658
14817,unknown,Cannot determine transaction type from row data,192.168.1.44,192.168.1.25,56.52321179105098,3.0302554601392804,2.422076336721698,0.30159266252020844
14818,unknown,Cannot determine transaction type from row data,192.168.1.63,192.168.1.4,26.836183456200494,2.4820117455827404,1.4823396336737609,0.054943076881107
14819,unknown,Cannot determine transaction type from row data,192.168.1.8,10.0.0.20,35.69354858050927,2.656910934105923,1.2027310397565543,0.17112762839442722
14820,unknown,Cannot determine transaction type from row data,192.168.1.2,192.168.1.15,33.19480787480211,2.262137732228873,4.20290317265059,0.04359494497107012
14821,unknown,Cannot determine transaction type from row data,192.168.1.83,192.168.1.95,11.476313881562088,2.3620338501888405,2.7912144756788337,0.08572279065637921
14822,unknown,Cannot determine transaction type from row data,192.168.1.35,192.168.1.44,13.158685806482405,2.777915825878455,4.503527936052135,0.09197677711779693
14823,unknown,Cannot determine transaction type from row data,192.168.1.98,192.168.1.90,34.74828127264091,3.1284244090519207,1.5967775615526405,0.06433904890381058
14824,unknown,Cannot determine transaction type from row data,192.168.1.64,192.168.1.2,59.30003113298379,1.2171903787078013,4.3549263042622,0.2441086874096626
14825,unknown,Cannot determine transaction type from row data,192.168.1.43,192.168.1.14,15.232977454829065,2.4475769633517395,4.618497032073167,0.09517067955068352
14826,unknown,Cannot determine transaction type from row data,192.168.1.62,192.168.1.74,48.536652460964575,2.3618485358683,1.4289513314751332,0.12034287816704563
14827,unknown,Cannot determine transaction type from row data,192.168.1.89,192.168.1.28,38.75046579006142,1.990757541857774,3.094821386389184,0.011299782507645186
14828,unknown,Cannot determine transaction type from row data,192.168.1.82,10.0.0.39,47.29199817009433,1.4356050588005227,1.0839999704591448,0.10798212620878643
14829,unknown,Cannot determine transaction type from row data,192.168.1.86,10.0.0.34,17.062659248037992,1.4826693592926699,3.406624315470445,0.349084592748686
14830,unknown,Cannot determine transaction type from row data,192.168.1.30,10.0.0.45,51.66382081971989,2.0015640087183675,1.8051752393412117,0.17459551610600896
14831,unknown,Cannot determine transaction type from row data,192.168.1.17,192.168.1.57,38.11363993575769,2.911702595488209,4.711206668327684,0.1874787017203406
14832,unknown,Cannot determine transaction type from row data,192.168.1.50,192.168.1.90,54.83349191059294,1.261061460057368,3.7337435881335956,0.17875602493462878
14833,unknown,Cannot determine transaction type from row data,192.168.1.8,192.168.1.13,26.605254089700445,2.2544309730678407,3.7076297913800444,0.0957036220872109
14834,unknown,Cannot determine transaction type from row data,192.168.1.21,10.0.0.7,16.790873140095876,1.6711367691004617,4.337068090204816,0.0863047323389131
14835,unknown,Cannot determine transaction type from row data,192.168.1.59,10.0.0.33,0.015980185615369423,4.981142608573484,0.09059488192761274,0.8639967671006432
14836,unknown,Cannot determine transaction type from row data,192.168.1.23,10.0.0.45,16.39052862468681,2.9610759074285182,3.351245145268816,0.07291397403968485
14837,unknown,Cannot determine transaction type from row data,192.168.1.66,192.168.1.48,19.11800102180792,2.4084228934792984,1.0174503496780327,0.31785291824899886
14838,unknown,Cannot determine transaction type from row data,192.168.1.61,192.168.1.3,8.074099981299335,2.042623753886616,1.3771499648398857,0.28489942129428963
14839,unknown,Cannot determine transaction type from row data,192.168.1.26,10.0.0.26,11.832880038456569,1.706819647401267,3.7698225437617445,0.2760104773139056
14840,unknown,Cannot determine transaction type from row data,192.168.1.22,192.168.1.100,32.18905227146267,1.5501621950588844,4.3841824561438845,0.1128689162391036
14841,unknown,Cannot determine transaction type from row data,192.168.1.95,10.0.0.49,42.04968492875984,2.224944468443688,0.9826458495258565,0.059406261662793496
14842,unknown,Cannot determine transaction type from row data,192.168.1.85,192.168.1.23,16.0336680473328,1.7473920320664087,0.6054307431138692,0.08312782954081985
14843,unknown,Cannot determine transaction type from row data,192.168.1.81,10.0.0.33,0.050267589245021435,5.011180190767503,0.008234798639049157,0.860641214494828
14844,unknown,Cannot determine transaction type from row data,192.168.1.24,192.168.1.18,47.867658034324364,2.030863831448872,3.7746878935896557,0.0395024626407477
14845,unknown,Cannot determine transaction type from row data,192.168.1.82,192.168.1.15,44.89988088583524,2.9661368108931976,3.284076137869395,0.23611285679363955
14846,unknown,Cannot determine transaction type from row data,192.168.1.55,192.168.1.21,16.652611479477827,1.2367043431221403,1.365193740611808,0.11847672141760252
14847,unknown,Cannot determine transaction type from row data,192.168.1.29,192.168.1.13,13.926423913831655,1.2974118604430014,4.545333290923471,0.28945965302404086
14848,unknown,Cannot determine transaction type from row data,192.168.1.17,10.0.0.41,18.791891951344258,2.255480008444618,3.814926178271876,0.32523595244268566
14849,unknown,Cannot determine transaction type from row data,192.168.1.40,192.168.1.89,18.484182222999266,2.8787391367127597,1.164228396491584,0.2375714239787399
14850,unknown,Cannot determine transaction type from row data,192.168.1.46,192.168.1.39,33.60751728457111,1.6882189051052496,3.435546967390239,0.19265556812603296
14851,unknown,Cannot determine transaction type from row data,192.168.1.65,10.0.0.5,12.60882839047489,2.5013491623807633,1.6027900594913498,0.12914258187470823
14852,unknown,Cannot determine transaction type from row data,192.168.1.17,192.168.1.91,52.45095408189164,2.172683025749568,4.191103052439746,0.062364614522057785
14853,unknown,Cannot determine transaction type from row data,192.168.1.60,192.168.1.7,34.85800361231014,1.863520749152308,2.7994733511419305,0.25781828354517383
14854,unknown,Cannot determine transaction type from row data,192.168.1.19,192.168.1.93,56.609636531733315,2.100177188401048,3.8502778619999365,0.3408040573589765
14855,unknown,Cannot determine transaction type from row data,192.168.1.7,10.0.0.18,49.627267390059004,2.53616091083031,3.004455300565355,0.29889854856544595
14856,unknown,Cannot determine transaction type from row data,192.168.1.58,10.0.0.29,29.651775721374236,2.608348924810019,3.378680872745429,0.12488079448660024
14857,unknown,Cannot determine transaction type from row data,192.168.1.83,192.168.1.56,45.79436277787697,2.184162818499864,4.089488062666185,0.16401024734701686
14858,unknown,Cannot determine transaction type from row data,192.168.1.74,10.0.0.9,18.47148153532025,1.6831942668775541,3.675806386701193,0.31428086402628036
14859,unknown,Cannot determine transaction type from row data,192.168.1.36,192.168.1.97,15.193600143489702,1.6897327081421674,3.691390557233736,0.12129330279754023
14860,unknown,Cannot determine transaction type from row data,192.168.1.6,10.0.0.38,21.237330721202365,2.2086242852823412,4.324403344886032,0.1548396681686005
14861,unknown,Cannot determine transaction type from row data,192.168.1.51,192.168.1.93,37.706045887691864,2.494941810341693,3.889022025695108,0.18286739940018965
14862,unknown,Cannot determine transaction type from row data,192.168.1.99,192.168.1.68,0.027479243731349204,4.439645273455232,0.03132323064187555,0.9478706400285751
14863,unknown,Cannot determine transaction type from row data,192.168.1.66,192.168.1.96,32.396766268269104,1.4553785514326378,1.6593583381041908,0.224988606524899
14864,unknown,Cannot determine transaction type from row data,192.168.1.71,192.168.1.2,19.410655529289844,2.1560640826280646,4.914940137914528,0.19706716042358974
14865,unknown,Cannot determine transaction type from row data,192.168.1.51,10.0.0.30,56.89747450538132,1.3961679804158185,4.430040742283655,0.0515327200414787
14866,unknown,Cannot determine transaction type from row data,192.168.1.68,10.0.0.27,10.84207629138993,3.1990956071123087,2.6684983415472017,0.17676222001384553
14867,unknown,Cannot determine transaction type from row data,192.168.1.4,192.168.1.72,14.8568384003812,2.1723599029015626,3.1859025706659936,0.018684108573148464
14868,unknown,Cannot determine transaction type from row data,192.168.1.20,192.168.1.19,11.03021667437267,2.8853706630304004,2.7354788349444052,0.1546456087122235
14869,unknown,Cannot determine transaction type from row data,192.168.1.34,192.168.1.9,9.453738700204532,2.610882666369044,3.367072530515199,0.15395062307804966
14870,unknown,Cannot determine transaction type from row data,192.168.1.57,10.0.0.9,37.767890884767276,2.7262221540293794,3.31398568069066,0.2965801314455551
14871,unknown,Cannot determine transaction type from row data,192.168.1.78,192.168.1.24,8.497068951050519,2.5664961865597613,4.934268549584239,0.24371284439584376
14872,unknown,Cannot determine transaction type from row data,192.168.1.46,10.0.0.44,59.6050223561417,2.157813303623084,4.0450235916525825,0.07198862899136996
14873,unknown,Cannot determine transaction type from row data,192.168.1.38,192.168.1.30,53.21185373461983,2.2682437178735837,3.742729065274414,0.28354734117795954
14874,unknown,Cannot determine transaction type from row data,192.168.1.97,10.0.0.2,9.677857893264193,1.2715707745001663,1.1185094803266493,0.14494084521359457
14875,unknown,Cannot determine transaction type from row data,192.168.1.96,192.168.1.19,52.127518207425815,3.062320730004814,4.928091931238012,0.0362121998069123
14876,unknown,Cannot determine transaction type from row data,192.168.1.12,192.168.1.23,56.84202809143321,1.8548886723136098,0.7029617210613237,0.2764194183132365
14877,unknown,Cannot determine transaction type from row data,192.168.1.40,192.168.1.96,8.764931867557275,2.376998701125131,3.8893925947116466,0.2824227715094937
14878,unknown,Cannot determine transaction type from row data,192.168.1.75,192.168.1.18,31.194299914899474,2.4395134959453832,4.782146066034074,0.34575716054036165
14879,unknown,Cannot determine transaction type from row data,192.168.1.68,192.168.1.47,24.00282437554959,1.8484842625129143,4.660226049604513,0.2361512795052936
14880,unknown,Cannot determine transaction type from row data,192.168.1.48,192.168.1.41,42.71212225324864,3.021513407265026,3.184949740792641,0.08857847887664114
14881,unknown,Cannot determine transaction type from row data,192.168.1.48,192.168.1.71,0.04512457758268832,4.499019486534244,0.0418331997889141,0.8864846500757099
14882,unknown,Cannot determine transaction type from row data,192.168.1.66,192.168.1.29,56.43149210773496,2.0286296110527875,3.3100575493304225,0.3198861318073502
14883,unknown,Cannot determine transaction type from row data,192.168.1.59,192.168.1.93,39.825380678952,1.696077622814249,4.833267822922759,0.17062141376721904
14884,unknown,Cannot determine transaction type from row data,192.168.1.92,192.168.1.44,0.05235171680814245,4.9127194218043995,0.09165821407539994,0.8800487412562185
14885,unknown,Cannot determine transaction type from row data,192.168.1.86,10.0.0.7,0.009522013710063174,4.591682607491322,0.035669225088419264,0.7739782257206385
14886,unknown,Cannot determine transaction type from row data,192.168.1.100,192.168.1.8,28.432070974618142,1.7406619712304991,2.0341270214600526,0.2518992899024078
14887,unknown,Cannot determine transaction type from row data,192.168.1.81,192.168.1.89,32.950148230195126,3.1100890414191085,0.9918281725652967,0.04566723471861956
14888,unknown,Cannot determine transaction type from row data,192.168.1.82,10.0.0.18,23.949340969193013,1.3340029839183223,1.6961743344534717,0.19853594134405958
14889,unknown,Cannot determine transaction type from row data,192.168.1.78,192.168.1.23,16.587186078941272,2.4389031673829473,3.090899140703718,0.23544843523979375
14890,unknown,Cannot determine transaction type from row data,192.168.1.1,192.168.1.63,0.01438397287781737,5.427108149249241,0.017214187361423217,0.9522811522791291
14891,unknown,Cannot determine transaction type from row data,192.168.1.15,10.0.0.10,43.84356125246505,2.5830484279330617,2.8846104495507277,0.021102995772187744
14892,unknown,Cannot determine transaction type from row data,192.168.1.12,10.0.0.24,19.980220597803232,2.1802472145216476,4.316490754438659,0.20663979859525974
14893,unknown,Cannot determine transaction type from row data,192.168.1.61,192.168.1.9,14.255448804504937,1.8293165176606077,1.1510045442936407,0.2428583611048326
14894,unknown,Cannot determine transaction type from row data,192.168.1.53,192.168.1.20,47.7856620688918,2.4812970042634337,2.8185436905480437,0.1627612414679537
14895,unknown,Cannot determine transaction type from row data,192.168.1.92,10.0.0.31,24.862751991836426,2.3044281125402772,2.980614203418664,0.3081773340950765
14896,unknown,Cannot determine transaction type from row data,192.168.1.55,10.0.0.7,33.05701012654505,1.503921833308395,0.5035225231329716,0.010726265528789181
14897,unknown,Cannot determine transaction type from row data,192.168.1.94,192.168.1.41,9.962539860296683,1.4485380060364879,4.949387507097441,0.2631788007639306
